"IN","TARGET","FixedAcidity","VolatileAcidity","CitricAcid","ResidualSugar","Chlorides","FreeSulfurDioxide","TotalSulfurDioxide","Density","pH","Sulphates","Alcohol","LabelAppeal","AcidIndex","STARS"
13891,3,-9.1,-1.9,0.32,-32.9,0.549,257,117,1.0274,2.3,0.54,15.7,-1,7,2
13893,1,7.6,1.71,0.34,21.3,-0.131,18,427,0.99084,3.06,1.53,12.4,-1,8,1
13902,6,9.2,-0.59,-1.25,37.7,0.053,-10,175,1.00753,3.2,1.05,11,2,8,3
13903,4,12,0.15,0.44,12.6,0.499,65,875,0.99688,3.26,0.7,3.8,0,7,2
13908,4,-2,0.54,1.95,2.4,0.581,265,301,1.00085,4,0.71,8.9,1,11,2
13912,1,18.7,0.27,1.04,3.6,0.036,44,340,1.0191,2.15,-0.11,9.6,-2,7,1
13924,2,5.9,1.2,0.1,21.4,-0.42,-98,-61,0.9745,2.84,0.92,6.5,1,7,1
13928,2,7.8,0.34,0.12,-51.7,0.024,-238,231,0.9908,3.11,0.41,12.1,0,8,1
13929,2,9.8,-0.4,0.3,-6.2,0.054,108,152,1.02388,3.1,-1.97,9.5,1,7,1
13938,4,1,1.32,-0.49,-7,-0.459,200,189,0.9986,2.94,0.99,9.4,1,7,2
13939,1,7.7,-0.2,0.34,6.5,0.23,-265,192,0.99084,2.75,-0.07,7.7,-1,8,1
13941,5,8.5,-0.53,1.27,9.2,0.032,-193,61,1.00366,3.06,-0.46,11.5,1,9,3
13951,2,10.2,0.44,0.88,6.2,-0.166,-210,505,0.96769,3.03,0.51,9,1,12,1
13962,1,-4.8,0.17,-0.35,-104,0.578,109,-253,0.94846,3.4,0.1,11,-2,8,1
13964,2,6.2,1.6,-0.23,1.2,0.539,147,95,0.98691,3.24,0.89,11.8,-1,7,1
13967,3,3,0.31,0.27,11.1,-0.018,23,-304,0.99399,3.41,0.54,11.7,-1,8,2
13971,3,4.3,1.37,0.4,1.5,0.037,143,107,0.98039,3.46,1.12,18.2,-1,7,3
13972,4,-0.2,0.3,-1.12,27.6,0.025,37,107,0.99159,3.31,1.23,5.7,0,7,3
13975,4,12,-0.11,0.76,-40.2,-0.141,-249,-2,0.95263,1.93,-0.34,13,2,13,2
13977,2,-4.6,0.24,-0.81,56.8,0.034,95,-140,0.99773,3.2,1.07,9,0,8,1
13979,4,5.1,0.26,0.05,1.1,0.915,46,-209,0.95521,3.35,0.43,11.2,0,6,3
13983,2,6.6,0.37,1.72,-28.4,0.613,-4,210,1.02325,3.15,0.01,0.7,-1,7,1
13984,3,7.6,0.4,0.09,-38.7,-1.011,6,19,0.97876,3.99,0.82,11.7,0,11,2
13987,4,8.1,0.02,-0.84,7.9,0.034,17,-241,1.01403,4.08,0.31,7.3,0,7,2
13994,4,6.1,-0.48,1.04,9.8,0.644,33,152,0.98087,3.31,1.49,18.8,0,7,3
13999,2,10,0.22,1.28,17.6,0.054,178,-200,0.9948,3.83,-1.14,10.1,0,7,1
14003,6,6.8,-1.7,0.22,6.2,-1.089,41,190,1.01553,3.18,0.51,9.2,2,7,2
14008,5,9,-0.26,0.03,65.2,-0.482,-234,157,0.99498,4.46,1.78,10.1,1,6,2
14011,5,17.7,0.19,0.59,13.6,0.18,60,-57,0.99886,3.17,0.68,8.7,2,9,2
14012,2,9.3,-0.92,0.35,1.7,0.05,257,178,1.00063,3.16,-1.05,10.2,0,10,1
14016,3,-4.2,0.35,1.58,13.8,0.048,-183,103,0.96793,3.28,-0.36,5.7,-1,7,2
14017,2,7,-0.38,1.87,21.9,0.066,32,10,1.02262,3.33,0.77,11,0,8,1
14020,3,16,0.41,-0.02,-96.7,-0.369,-169,-238,0.96176,3.04,0.64,10.1,0,8,2
14027,5,12.4,-1.04,0.49,-13.8,0.046,87,-38,1.03821,3.08,-0.12,13.9,1,8,3
14038,4,6.4,1.49,0.49,7.5,0.054,-238,-139,1.04588,4.07,3.38,15.4,0,7,2
14040,5,-17.2,0.3,1.94,-35.2,-0.078,114,531,0.9945,3.21,-1.24,9.9,1,8,3
14042,2,-0.6,0.59,0.24,7.4,0.044,142,308,1.03001,3.97,2.08,4.8,-1,6,1
14055,5,18.4,-0.58,0.33,-42.6,0.059,-207,-196,0.98695,2.69,2.22,10.1,1,7,3
14057,4,6.6,0.26,-0.69,126.5,0.239,56,-28,0.9906,4.51,0.3,18.2,1,7,2
14060,4,7.3,0.18,1.38,-22.3,0.046,28,-262,1.04197,3.59,-0.06,9.4,1,8,2
14081,1,7.2,0.23,0.25,18.8,0.177,219,-312,1.05633,3.11,-0.17,11.6,-1,8,1
14091,4,5.3,0.34,-0.43,27,0.041,43,542,0.9928,3.91,0.68,6.8,0,7,2
14111,3,6.6,0.56,-0.37,-1.8,-0.071,183,107,0.94568,2.51,0.51,11.3,-1,7,2
14117,5,-2.3,0.16,-0.08,-14.1,0.037,18,102,0.9923,3.62,-0.24,6.3,1,7,3
14121,3,11.2,0.2,0.39,16.5,0.304,-225,520,1.0363,4.19,0.44,10,0,8,2
14122,5,8.3,0.4,1.29,16.3,-0.41,28.5,190,0.9964,1.92,1.86,12.3,1,7,3
14125,4,18.6,0.01,1.69,30.6,0.07,25,402,0.97453,3.05,-0.25,9.2,0,7,2
14129,3,7.8,0.43,0.32,29.7,0.08,29,161,0.9974,2.02,0.64,14.5,0,9,2
14135,1,8.8,0.61,0.3,2.8,0,78,-321,0.9976,3.26,0.51,9.3,-1,10,1
14148,6,8.3,-0.14,1,13,0.045,11,45,0.92865,4.2,0.55,10.9,2,9,3
14157,4,6.9,0.13,0.86,5,0.035,157,138,1.04352,2.88,0.76,10.33333333,0,7,2
14161,3,7.3,1.71,0.09,21.35,0.39,10,505,0.95646,3.3,0.67,16.4,0,8,2
14163,2,7.1,0.685,0.35,119.3,-0.364,9,638,0.9963,2.39,0.46,3.1,0,8,1
14172,3,6,-1.4,-1,12.2,-0.242,25,97,1.00282,1.93,1.24,11.3,-1,7,3
14180,2,6.1,0.51,0.16,-32.7,0.069,313,-158,0.99023,2.83,0.74,16.7,1,7,1
14182,4,-1.6,1.03,0.3,-19.5,0.025,32,-339,0.99104,3.11,1.25,11,1,7,2
14188,6,6.7,-0.75,0.36,-15.5,0.152,37,509,0.99946,3.23,0.43,8.8,1,7,4
14191,2,6.2,0.35,-1.2,7.3,0.044,296,282,0.9956,3.36,0.55,5.7,0,7,1
14201,7,7.4,0.42,0.74,60.2,0.423,42,18,0.9978,3.12,-0.48,9,2,8,4
14202,3,3.3,-0.83,0.36,12.8,-0.078,44.5,118,0.97662,3.49,2.21,10.2,0,8,2
14213,4,6.2,0.21,0.34,29.5,0.351,-239,-165,0.94723,3.08,0.45,12.5,0,7,2
14220,3,8.5,0.2,0.4,-26.7,0.468,50,364,0.99194,3.78,0.35,10.5,0,9,2
14224,1,-3.2,0.29,1.8,-24.4,-0.476,-378,-259,0.9939,3.16,0.39,13.2,-1,8,1
14231,1,5.3,0.32,-1.36,64.3,0.05,225,255,0.99292,2.49,0.59,8.7,-1,8,1
14241,5,29.9,0.27,0.37,8.2,0.055,-104,-236,0.99586,3.5,0.52,9.5,1,7,3
14243,4,8.2,0.28,1.3,61.2,-0.523,-17,-149,0.9936,3.13,0.41,8.9,0,9,3
14245,2,12.7,-0.04,0.3,-35,-0.017,535,-49,0.93314,3.32,1.86,13.8,-1,7,1
14247,1,6.9,-0.35,0.3,-41.5,0.346,39,190,0.9914,1.41,1.5,12.2,-2,7,1
14248,2,6.4,1.19,0.46,37.9,-0.125,81,74,0.9884,4.26,0.06,13.6,0,7,1
14252,2,16.1,-0.47,0.23,8.8,0.054,313,358,1.02656,3.16,0.58,12.2,0,8,1
14254,4,14.1,0.28,0.34,3.6,0.359,29,121,0.99111,4.11,-0.01,12.1,0,7,3
14260,3,7.4,1.05,0.42,1.1,-0.044,269,171,0.96385,3.12,0.35,6.7,-1,8,3
14269,4,-1.6,0.23,2.12,12.9,0.431,216,9,1.02684,3.7,1.24,9.1,1,8,2
14272,5,-3.3,0.61,0.42,1.2,0.033,220,52,1.06193,3.81,0.43,12.1,1,8,3
14274,4,-4.8,3.54,0.65,43.2,-0.257,-74,-246,0.95917,3.75,0.34,17.7,0,7,2
14279,2,16.1,0.18,0.2,19.5,0.098,309,59,0.99892,3.81,0.58,15.1,1,8,1
14280,5,5.8,0.17,1.26,43.4,0.036,11,70,0.97784,3.43,1.23,10.4,1,6,3
14290,3,6,-1.26,3.14,1.6,-0.437,13,61,0.99143,2.02,0.65,13.6,-1,7,2
14298,7,6.9,0.26,0.29,18.2,0.043,33,114,0.97048,3.16,0.45,12.5,2,7,4
14308,4,7.6,-1.23,1.37,48.8,-0.221,269,-87,0.9914,3.04,1.54,12.8,0,8,3
14313,4,-8.5,0.22,-1.24,34.7,-0.538,36,342,0.99012,3.27,0.16,20.2,0,7,2
14316,4,17.6,-0.47,-0.27,32.1,0.03,32,150,0.99363,2.51,0.31,12,0,7,2
14319,5,0.9,0.08,0.44,14.1,0.053,-500,156,1.0006,2.75,-0.07,9.1,1,9,4
14322,4,7.8,0.46,0.26,-43,0.507,-231,53,0.9981,3.43,1.42,9.2,1,9,2
14323,3,7.9,-2.36,-0.26,-114.3,0.027,316,92,1.02548,5.26,0.9,15.8,-1,9,2
14325,6,-10,0.3,1.24,60.1,0.237,52,-44,1.02423,3.3,0.33,14.4,2,9,3
14337,4,-3.6,0.78,-1.12,41.9,0.036,28,-77,1.03876,3.24,0.77,6.1,0,8,3
14339,4,6.9,1.34,-0.7,-19.3,0.23,40,461,1.0651,2.98,0.47,11.8,0,8,3
14341,2,0.1,-0.98,1.12,-50.6,0.046,193,208,0.97488,3.23,-0.28,9.8,0,8,1
14342,5,19.6,0.22,0.28,14,0.583,83,197,0.9981,3.14,0.98,16.3,1,9,3
14346,6,6.2,1.78,0.24,6.1,0.032,260,86,0.95445,1.9,1.87,12.7,1,7,4
14351,3,7.6,0.1,-1.13,1.2,0.481,33,-258,0.99094,3.06,0.68,16,0,8,2
14354,2,7.3,0.27,0.32,-119.6,0.859,23,72,0.99643,2.14,-0.72,10.5,0,8,1
14355,2,7.4,0.59,-0.89,4.4,-0.127,6,-121,0.9974,3.38,0.5,6.8,0,8,1
14358,6,7.1,0.28,1.94,8.5,0.03,359,223,1.04212,4.48,0.46,18.9,2,8,3
14359,3,8.7,0.45,0.4,55.6,0.067,-75,100,0.94986,3.05,0.84,14.5,-1,10,2
14364,3,7.5,0.32,-0.46,-112.1,-0.502,111,-165,0.98615,3.15,-0.23,12.8,0,8,2
14374,1,6.6,-0.715,0.24,-16.4,0.412,-222,140,1.01942,3.36,1.07,11,-2,7,1
14376,1,8.5,0.585,0.18,2.1,-0.42,28,30,0.9967,3.2,1.45,12.9,-1,9,1
14382,2,-3.4,0.39,1.53,26.7,0.02,38,312,1.02013,3.18,2.1,12,0,8,1
14384,2,-1.6,-0.58,0.3,-33.1,0.051,366,552,0.99756,4.2,0.62,7.9,0,8,1
14393,4,-17.5,0.24,-0.57,7.3,0.19,48,-1,1.00001,3.12,0.5,5.8,0,7,3
14398,2,10.9,0.27,-0.98,6.7,-0.317,61,230,0.96615,2.82,0.4,9.4,0,7,1
14403,4,2.6,1.43,0.75,-34.6,0.042,183,61,0.99144,3.22,0.54,10.8,0,7,3
14406,3,10,-0.33,0.14,118.5,0.071,83,373,1.03234,3.16,-0.61,7.9,0,11,2
14408,4,6.3,0.31,0.3,35.9,0.511,345,212,0.9962,4.16,0.55,16,0,7,2
14411,5,-3.2,-0.68,1.76,-41.1,0.025,43,117,0.9928,3.46,1.23,9.7,1,7,3
14414,4,5.8,0.23,0.2,2,-1.15,39,426,0.99226,2.22,-0.13,16.2,0,6,2
14418,2,6.8,-0.64,0.36,1.4,0.198,-122,105,0.99121,3.23,0.6,8.9,-1,7,1
14423,3,-10.2,-0.5,1.79,-41.4,0.098,13,197,0.99657,3.03,0.22,15,0,8,2
14442,4,7,0.36,-0.16,104.5,-0.006,67,-101,0.99146,2.84,0.55,6.3,0,8,3
14443,4,-0.9,0.25,3.45,69.45,0.492,52,161,0.9986,3.88,0.44,14.7,0,7,2
14444,3,16.1,1.65,0.22,6.2,0.025,36,30,1.02725,2.29,0.6,13.8,-1,7,2
14446,3,13.3,-1.06,0.29,-44.6,0.132,39,118,1.06602,3.05,0.46,9.1,-1,7,3
14455,2,5.8,1.56,0.68,7.3,-0.118,-62,145,0.99442,3.15,-0.61,10,0,6,1
14456,4,-4.2,0.225,0.46,-52.4,-0.423,188,118,0.989,3.57,0.4,12.8,0,5,3
14458,3,7.7,0.11,0.81,14.05,0.369,325,-208,0.99634,3.67,0.59,11,0,8,2
14464,4,7.1,0.68,1.33,1.1,0.324,-211,-9,1.03389,2.43,0.38,0.2,1,8,2
14466,5,8,0.71,0.36,-9.5,0.608,50,151,0.96317,2.97,0.63,10.3,1,9,3
14467,2,7.9,0.24,1.49,-100.6,0.046,-186,-54,0.9908,2.65,1.08,11.4,0,7,1
14469,3,25.9,-0.15,-0.91,21.1,-0.07,31,257,0.95847,4.39,1.14,6.7,-1,9,3
14483,5,9.7,0.815,0.15,2.6,-0.356,80,210,1.03556,4.46,0.62,17.3,1,9,3
14484,2,0.5,0.475,1.35,14.4,0.055,146,131,0.99322,2.97,0.29,5,0,7,1
14490,2,7,1.53,0.32,53.8,-0.21,-7,-98,0.9958,3.21,0.34,10,0,7,1
14491,2,6.8,1.51,2.79,1.8,0.118,13,20,0.97611,3.42,-0.29,11.3,-2,8,2
14494,2,6.8,0.22,0.31,29.5,-0.215,33,330,0.89273,3.47,0.39,13.8,0,7,1
14496,4,-4.3,0.26,0.18,64.5,0.031,40,114,1.00049,5.55,0.4,11.4,0,6,2
14503,3,15.3,1.13,0.09,117,0.123,14,31,0.9968,2.24,0.67,3,-1,7,2
14504,2,0,0.28,0.37,4.3,0.039,26,99,0.99198,3.83,-0.09,5.8,0,8,1
14505,3,7,0.16,0.94,58.3,0.045,-97,-25,0.9958,2,2.47,8.4,-1,7,2
14506,3,8.2,-0.97,-1,9.6,0.507,53,154,1.04301,3.24,1.58,5.5,0,9,2
14507,2,7,1.01,-0.14,1,0.486,8,119,0.9923,3,-0.34,11.9,0,8,1
14512,1,10.6,-0.41,0.3,4.2,0.066,38,63,1.02703,5.66,-0.14,9.1,-1,8,1
14520,4,0.5,-1.27,0.26,1.4,0.48,40,196,0.9941,2.82,2.15,10.8,1,7,2
14527,1,19.2,3.11,-1.18,-107.6,0.354,193,128,1.01146,2.19,1.61,8.6,-1,8,1
14531,5,-4.2,0.03,-0.23,-21,0.036,49,-637,0.95032,4.43,0.27,14.9,1,8,3
14532,4,7.5,1.7,1.14,14.8,0.039,62,-178,0.9982,3.64,1.7,6.8,0,8,3
14535,2,5.4,0.77,2.46,53.1,0.043,-44,-566,0.95881,3.17,0.39,4,-1,7,1
14543,2,9.6,1.22,0.26,1.8,0.515,-68,133,0.98826,4.36,0.38,5.5,0,8,1
14554,4,5.6,0.13,0.27,4.8,0.028,267,114,0.9948,3.36,-0.57,9.2,0,6,2
14556,7,6.4,0.68,0.26,-56.6,0.069,301,293,0.99334,3.18,0.4,9.3,2,7,3
14557,4,6.4,-0.83,-0.9,-7,0.252,21,49,0.9974,4.37,-0.25,9.8,0,7,2
14561,1,-8.8,0.29,0.88,-8.6,0.214,58,3,0.99954,3.3,1.61,11.1,-1,8,1
14562,3,5.6,0.16,0.46,36.3,-0.166,142,115,0.9909,3.36,0.5,10.4,-1,6,3
14567,1,14.5,0.615,-0.79,1.4,0.068,-73,154,0.98457,3.2,0.48,7.8,-2,8,1
14568,1,12.3,0.07,-0.13,1.3,-0.227,-48,109,0.98939,4.05,-0.9,3.4,-2,7,1
14574,3,17.8,0.92,2.1,1.3,0.029,-258,722,0.9903,1.89,0.42,11.9,-1,7,3
14575,2,6.1,0.16,0.37,1.1,0.031,-148,106,0.9922,4.69,0.72,8.1,0,7,1
14579,3,8.1,0.545,0.18,1.9,-0.5,-73,35,0.9972,4.12,-1.05,9,-1,9,3
14581,3,6.9,0.28,0.41,-52.9,0.05,10,136,0.993,3,1.54,7.8,0,8,2
14582,1,6.5,0.28,0.34,67.5,-0.342,30,133,0.9954,3.11,0.59,9.8,-2,7,1
14586,4,6.6,0.34,0.4,65.9,-0.109,68,-66,0.99494,3.15,-0.16,6.55,0,7,2
14591,2,7,0.55,1.52,5.6,0.06,-527,121,0.96742,3.34,-0.96,19.6,0,8,1
14598,2,9.7,0.3,-0.6,66.75,0.057,65,239,0.98028,2.47,0.53,9.1,0,7,1
14599,2,3.5,0.19,0.14,1.3,0.042,-245,-595,1.01072,2.58,3.87,12.1,0,6,1
14600,3,17.2,0.21,1.69,1.2,0.378,-27,458,1.01827,3.2,0.37,15.8,-1,9,4
14612,5,9.8,0.41,0.22,7.3,0.466,-422,526,0.99861,3.2,-0.1,11.24,0,7,4
14613,2,6.7,-2.35,0.22,8.8,-0.483,-185,103,1.03948,3.22,1.34,9.4,-1,7,1
14624,5,14.9,0.22,0.24,2.1,0.078,1,406,0.96528,3.41,0.87,15.5,1,10,3
14626,2,-4,0.23,0.88,43.4,0.205,47,375,1.03271,2.94,0.53,14.5,0,8,1
14630,4,6.7,0.18,1.75,10.2,-0.334,29,155,0.95672,2.87,0.45,8.8,0,7,3
14633,2,8.9,0.34,-0.44,115.5,0.235,13,176,1.04048,3.14,0.81,9.7,1,10,1
14639,2,6.7,1.66,0.46,91.4,-0.218,-194,234,0.99848,3.03,0.34,14.1,0,8,1
14642,3,9,-0.17,0.49,36.8,0.078,26,148,0.9978,3.08,-0.53,9.2,0,10,2
14643,5,14.1,1.69,0.27,-35.4,0.179,-215,325,0.95714,3.45,1.05,9.4,0,8,4
14649,2,9.3,-0.07,0.49,2.5,0.085,38,142,0.9978,3.17,2.21,9.4,1,10,1
14650,2,13.6,0.6,-0.91,-5.1,0.143,-44,416,0.99387,3.5,-0.74,14,0,6,1
14653,2,14.7,0.68,0.3,2.1,-0.391,17,-53,0.995,3.22,0.71,16.4,0,9,1
14655,1,4.4,-0.66,0.27,4.6,0.568,-220,98,0.99422,3.58,0.47,9.5,-1,8,1
14656,2,6,1.49,0.37,1.2,0.032,63,148,0.98296,3.33,0.95,8.3,-1,7,1
14662,3,7.7,0.44,-0.77,11.2,0.031,41,43,1.01017,3.41,0.43,12.4,0,8,2
14663,5,9.4,1.26,0,-40.25,0.055,7,310,0.98325,2.54,0.53,11,1,7,3
14673,2,-6.3,1.72,0.66,80.4,0.105,11,-182,0.95903,3.66,-0.72,0.8,0,7,1
14674,2,6.5,-0.5,-0.65,79,0.289,-207,133,0.99924,3.26,0.41,8.8,-1,7,1
14676,4,2.8,0.26,0.42,7.1,0.115,-36,119,1.0404,3.2,0.53,9.5,0,7,2
14682,2,5.9,0.19,0.21,1.7,0.419,57,135,0.99341,4.06,0.44,9.5,0,6,1
14685,5,7.4,-0.72,0.28,2.4,0.234,-197,100,0.97555,3.26,0.14,11.7,0,7,4
14689,2,6.9,0.21,0.81,-11.6,0.137,52,43,0.9932,4.21,0.39,10.1,0,8,1
14693,2,16.4,0.21,-0.02,4.4,-0.359,37,-224,0.991,2.06,0.91,11.5,0,6,1
14697,2,0.8,-0.78,1.12,4,0.703,12,86,0.99361,3.15,-0.69,9.4,0,8,1
14700,2,-3.6,-0.47,0.25,2.9,0.047,434,122,0.95368,3.44,0.64,10.8,0,7,1
14704,2,-0.9,0.4,-1.19,-47.3,0.852,-174,-142,1.02535,3.15,1.96,9,1,7,1
14710,3,-1.2,0.24,3.35,57,0.033,268,266,0.9906,5.76,0.38,15.7,-1,6,2
14719,3,21.2,1.47,-0.71,3.2,0.058,-147,133,0.996,2.82,1.96,9.5,0,10,2
14724,4,6.6,-0.42,0.8,14.05,0.042,306,589,0.9997,3.8,1.03,2.2,1,7,2
14728,4,4.3,1.33,0.26,19.6,0.401,17,-134,1.0363,3.36,0.78,13.9,0,6,3
14735,3,20,1.04,0.18,-47.3,0.029,205,-644,1.00919,3.7,0.42,10.6,0,10,2
14736,1,7.2,0.33,-2.06,1.4,0.068,-45,522,0.99246,3.28,1.95,10.6,-1,8,1
14741,2,-3.9,0.51,0.26,3.3,-0.192,-218,135,0.9944,2.61,1.83,14.2,0,8,1
14744,2,12.7,0.73,-0.18,-49.8,-0.281,5,19,0.9994,2.69,0.06,9.7,1,14,1
14753,2,17.6,0.26,1.44,1.7,0.059,-189,38,0.99349,3.29,0.33,10.8,0,8,1
14756,4,16.9,0.26,0.32,51.7,0.031,64,-275,0.99835,2.35,0.84,9.4,0,7,3
14762,5,6.1,2.77,-0.28,-76.9,0.031,207,134,0.99234,3.25,0.26,7,1,7,3
14765,5,7.7,0.79,0.32,118.5,0.037,23,-155,1.00116,2.41,-1.02,12.6,0,8,4
14783,5,6.5,0.27,0.28,3.7,0.059,136,484,0.97043,3.23,0.41,16.9,0,7,4
14784,1,7.3,0.54,-1.51,8.2,-0.42,44,142,0.99272,3.66,-1.27,12.4,-1,8,1
14786,4,-1.8,2,0.59,-2.5,0.046,-175,191,0.99373,2.12,0.33,10.8,0,10,3
14790,1,11.6,0.23,0.57,32,0.365,-26,8,1.0356,3.14,-0.69,9.9,-1,12,1
14793,3,7.4,0.16,0.27,-110.8,0.05,25,151,0.9984,2.9,-1.06,8.7,-1,8,2
14796,6,-2.9,-0.79,-0.68,4.8,-0.253,60,166,0.95475,2.66,2,5,1,7,4
14801,5,7.2,-0.84,0.37,2.5,0.063,11,41,0.99842,3.52,0.85,14,1,8,3
14807,1,7,0.62,0.48,-17.2,0.529,5,12,0.94455,4.16,0.86,22,-1,8,1
14812,4,5.8,0.24,0.2,-55.4,0.064,42,266,0.99442,2.04,-1.15,15.6,0,6,2
14815,5,6.8,-1.02,0.52,-38.1,0.167,28,134,1.05441,3.85,0.49,9.9,1,7,3
14831,4,6.1,0.29,0.17,11.8,0.242,13,76,0.9893,3.21,0.42,12.6,0,7,3
14833,6,7.7,-1.15,0.94,56.4,0.523,-262,101,1.04046,3.43,1.03,9.9,1,7,4
14836,6,5.4,1.28,2.31,5,-0.527,-16,106,0.99458,3.13,1.75,9,1,6,4
14856,4,-6.2,-0.01,-0.8,13,0.047,69,160,0.99705,3.16,0.5,4.4,0,7,3
14859,2,6.7,0.21,1.32,22.1,0.05,-76,-299,1.02309,3.61,1.47,10.4,0,7,1
14861,2,2.9,0.28,1.56,20.4,0.041,-174,262,1.03693,2.4,0.45,4.3,1,7,1
14863,1,11.5,1.54,0.45,40,0.704,31,376,1.02373,3.01,0.83,11.8,-1,13,1
14865,4,6.5,0.08,-0.67,1.9,0.281,190,93,0.991,3.04,0.7,12.6,0,7,3
14880,3,8.3,0.3,-1.28,-10.8,-0.526,488,577,1.0607,3.23,1.24,8.2,0,9,2
14881,4,-1.8,0.14,0.27,-9.9,0.029,22,104,1.0066,3.47,0.44,10,0,6,2
14883,3,7.8,-0.52,0.34,-24,-0.05,-214,41,1.00632,3.79,0.4,8.6,-1,8,2
14884,5,7.8,1.195,3.38,24.8,0.111,-24,223,0.98997,2.71,1.21,4.7,1,9,3
14894,4,14.6,0.07,1.17,-21.5,-0.467,-131,524,1.03118,3.2,2.17,10.1,0,7,2
14896,4,7,0.26,-0.36,-2.6,-0.017,37,184,1.04395,2.22,1.71,10.3,0,8,3
14899,3,19.2,-2.59,-0.12,15,0.335,140,187,0.9491,2.93,0.57,9.4,-1,8,2
14900,3,4.5,-1.43,0.39,48.2,-0.26,236,84,0.994,3.11,0.67,6.8,-1,7,2
14901,4,-8.2,0.14,0.38,-43.3,-0.004,31,103,0.98349,3.01,0.36,11.2,0,6,3
14906,3,7.1,0.31,0.19,62.5,-0.525,205,890,1.04621,3.16,2.03,4.9,0,8,2
14907,2,17,-0.38,0.53,2.5,-0.168,18,80,0.9976,2.12,-0.79,4.1,0,9,1
14915,5,6.1,1.62,0.29,6,0.03,29,343,1.08173,4.79,0.46,6.8,1,7,3
14919,2,12.2,0.19,-0.27,5.7,0.046,27,-286,1.01357,3.04,0.54,9.4,-1,7,1
14926,6,7.1,0.25,0.25,1.6,0.046,50,-224,0.97586,3.31,0.4,12.5,1,8,4
14927,1,13.3,0.38,0.23,10.8,0.03,-106,96,0.89982,2.93,0.41,13.6,-1,8,1
14933,3,7.3,0.42,0.53,-83.9,0.047,199.5,475.5,0.9984,2.77,-0.04,8.1,-1,8,2
14937,3,6.7,1.75,-0.83,5.3,0.036,-134,165,1.00041,2.41,0.79,12.2,-1,7,2
14939,3,6.4,0.29,0.06,1,0.218,211,73,1.02336,2.57,1.36,9.5,-1,7,2
14940,4,11.9,0.4,0.84,8.9,0.033,-97,334,1.04751,3.08,0.49,13.4,0,7,2
14943,3,-4.2,1.07,0.63,-99.4,0.403,34,-74,0.99692,2.19,0.43,9.1,-1,7,2
14953,3,7.6,1.52,1.21,2.5,-1.034,-210,-138,1.00259,4.36,-0.43,9.2,0,8,2
14954,2,6.8,-0.73,0.24,6.6,-0.286,-72,-175,0.9953,3.07,0.48,9.4,-1,7,1
14969,3,2.2,0.54,1.54,-26.45,0.257,-91,8,0.99705,3.4,1.24,9.4,0,8,2
14999,8,3.7,0.18,0.28,1.3,0.399,9,192,0.99092,3,0.53,11.2,2,6,4
15008,4,6.7,0.79,-1.08,24.7,-0.064,223,96,0.99129,4.37,2.21,12.4,0,7,2
15009,4,6.7,-1.06,0.34,-56,0.443,-13,49,0.99123,3.44,0.59,6.9,0,7,2
15018,4,3.9,0.1,0.35,1.6,0.047,43,154,0.9934,3.36,-0.85,11.8,1,8,2
15023,4,6.4,0.28,0.28,3,0.04,290,-214,0.99216,3.25,1.94,10.2,0,7,2
15025,3,2.7,0.26,1.58,1.2,0.04,17,195,0.95659,3.21,-1.75,10.8,0,8,2
15034,4,5.7,0.45,0.26,41.9,0.023,38,95,0.9893,1.9,2.26,12.3,0,6,2
15036,4,4.2,0.43,1.02,8.8,0.169,18,-214,0.99172,3.28,-0.35,12.9,0,7,3
15051,5,-2.5,0.21,0.28,-16.6,0.028,3,836,0.99168,5.49,0.15,12.15,1,7,3
15052,3,13.1,0.19,0.35,13.5,0.105,49,118,0.99546,2.64,-0.26,10.8,-1,7,2
15064,3,13,0.23,0.54,-28.9,0.044,45,169,0.99975,3.5,0.47,8.8,0,9,2
15070,3,7.6,0.32,1.93,18.35,0.054,44,-658,1.00242,3.22,1.98,9,0,8,2
15074,4,19.6,0.27,2,2.6,0.493,29,103,1.0406,1.17,0.34,6.3,1,8,2
15077,4,6.2,0.2,1.02,-16.2,0.047,42,498,0.99861,3.48,0.59,7.6,1,7,2
15081,4,-14.1,0.82,0.31,5.9,0.64,-250,-54,1.00122,3.2,0.43,11.7,0,6,2
15086,6,-0.9,0.24,0.25,-4.5,0.042,-238,189,0.992,3.25,0.42,7,1,7,4
15093,1,-2.7,2.9,-2.82,34.6,0.028,-81,66,0.998,4.21,-0.01,15,-1,9,1
15094,5,17.2,1.62,2.09,2.1,-0.131,20,-327,0.97818,2.85,0.46,9.5,2,9,2
15103,1,7.2,-0.325,-1.25,-22.7,0.081,13,153,1.032,4.55,-0.56,9.2,-1,8,1
15104,1,-0.1,2.37,0.32,52.3,0.043,39,166,0.98394,4.04,1.36,14.9,-2,7,1
15110,4,6.5,-0.92,-0.93,-14.6,0.044,25,150,0.97054,4.18,0.44,10.2,0,7,2
15112,1,7.2,0.16,-0.53,1,-0.419,40,509,0.98958,3.12,0.4,18.5,-2,8,1
15115,6,6.9,1.09,-0.42,1.6,0.031,34,-217,1.04235,3.16,-1.05,11.4,2,7,2
15131,2,6.7,0.96,1.46,1.2,-0.434,36,86,0.9448,3.37,1.02,9.7,0,7,1
15139,3,7.4,0.75,-0.3,63,0.053,19.5,229,0.99119,2.68,-0.06,9.1,-2,8,3
